Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
1362,Entry long,2026-02-07 07:25,BULL|11528.662|779.8092876825|1495.918835|7.7067429932|0.0676409186|6154.2356438413|5374.4263561587|13.9330510011|5.9951599337|-1671.7229651982|-2221.07987814|-1898.3751790086|-221.4319768645|392.3748835494|-12.7926396878|-11.5926735152|-169.6108299153|-2.255463397|5.1960966447|-0.7950503329|1|0|1|0,67737.9,1,67737.9,2827.1,4.17,3175.2,4.69,-237.8,-0.35,20225.8,0.02
1363,Exit short,2026-02-09 10:15,BULL|1067.23|942.9983253914|606.230105|1.7604371528|0.8835942818|1005.1141626957|62.1158373043|38.2785603537|41.5483444556|-217.38895949|-529.9904337476|-902.4429003447|-0.994412873|205.0960139314|3.7573188938|7.9004915315|-1.9149677383|-0.0967691453|0.3326787383|0.0564975076|1|0|1|0,69487.1,1,70565,1077.9,1.53,1258.8,1.78,-1735,-2.46,21303.7,0.02
1363,Entry short,2026-02-08 11:25,BEAR|1994.552|-1074.8267939973|403.29524|4.945637345|0.5388813097|459.8626030014|1534.6893969986|65.3914385128|76.3999823544|339.640900773|546.1013579658|1054.0323543677|34.298252056|210.5484634824|11.9160952012|22.2595896348|50.2600379193|0.5467849161|3.9141396812|-0.177955425|0|1|0|1,70565,1,70565,1077.9,1.53,1258.8,1.78,-1735,-2.46,21303.7,0.02
1364,Exit short,2026-02-09 10:15,BULL|1067.23|942.9983253914|606.230105|1.7604371528|0.8835942818|1005.1141626957|62.1158373043|38.2785603537|41.5483444556|-217.38895949|-529.9904337476|-902.4429003447|-0.994412873|205.0960139314|3.7573188938|7.9004915315|-1.9149677383|-0.0967691453|0.3326787383|0.0564975076|1|0|1|0,69487.1,1,70839.1,1352,1.91,1532.9,2.16,-1460.9,-2.06,22655.7,0.02
1364,Entry short,2026-02-08 11:40,BEAR|1465.864|-121.4012880658|409.78666|3.5771393827|0.08281893|672.2313559671|793.6326440329|68.6584812168|78.9276047406|418.3906091457|655.415091958|1198.1825029327|47.5208486467|217.774152431|10.1368340347|14.1580439954|41.645708547|0.5845477674|2.6450419112|-0.4563445681|0|1|0|1,70839.1,1,70839.1,1352,1.91,1532.9,2.16,-1460.9,-2.06,22655.7,0.02
1365,Exit short,2026-02-09 10:15,BULL|1067.23|942.9983253914|606.230105|1.7604371528|0.8835942818|1005.1141626957|62.1158373043|38.2785603537|41.5483444556|-217.38895949|-529.9904337476|-902.4429003447|-0.994412873|205.0960139314|3.7573188938|7.9004915315|-1.9149677383|-0.0967691453|0.3326787383|0.0564975076|1|0|1|0,69487.1,1,70954,1466.9,2.07,1647.8,2.32,-1346,-1.90,24122.6,0.02
1365,Entry short,2026-02-08 12:00,BEAR|2346.484|-1027.34452773|423.981595|5.5344006147|0.4378229418|659.569736135|1686.914263865|73.1492375804|85.2586570068|435.9201619737|726.9412000522|1330.7148912137|53.5914211341|213.7563116301|8.3137529712|12.2804607313|15.0991070619|0.4685812785|4.6510515518|-0.1787463625|0|1|0|1,70954,1,70954,1466.9,2.07,1647.8,2.32,-1346,-1.90,24122.6,0.02
1366,Exit short,2026-02-09 10:15,BULL|1067.23|942.9983253914|606.230105|1.7604371528|0.8835942818|1005.1141626957|62.1158373043|38.2785603537|41.5483444556|-217.38895949|-529.9904337476|-902.4429003447|-0.994412873|205.0960139314|3.7573188938|7.9004915315|-1.9149677383|-0.0967691453|0.3326787383|0.0564975076|1|0|1|0,69487.1,1,71242.1,1755,2.46,1935.9,2.72,-1057.9,-1.48,25877.6,0.03
1366,Entry short,2026-02-08 14:10,BEAR|887.42|-497.5568406779|480.2634|1.8477776987|0.5606779661|194.9315796611|692.4884203389|63.0762882849|63.4745598585|246.0845400865|574.6461609096|1418.9586723669|2.260431328|193.5253902411|4.0673732452|8.9977291902|-6.1286682545|0.2808602187|0.5952777454|0.1558683469|0|1|0|1,71242.1,1,71242.1,1755,2.46,1935.9,2.72,-1057.9,-1.48,25877.6,0.03
1367,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,69487.1,-1538.2,-2.21,1597.9,2.30,-3768.6,-5.42,24339.4,0.02
1367,Entry long,2026-02-09 10:15,BULL|1067.23|942.9983253914|606.230105|1.7604371528|0.8835942818|1005.1141626957|62.1158373043|38.2785603537|41.5483444556|-217.38895949|-529.9904337476|-902.4429003447|-0.994412873|205.0960139314|3.7573188938|7.9004915315|-1.9149677383|-0.0967691453|0.3326787383|0.0564975076|1|0|1|0,69487.1,1,69487.1,-1538.2,-2.21,1597.9,2.30,-3768.6,-5.42,24339.4,0.02
1368,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,68417.9,-469,-0.69,2667.1,3.90,-2699.4,-3.95,23870.4,0.02
1368,Entry long,2026-02-09 10:50,BULL|1861.838|289.4604184262|659.897415|2.8214052028|0.1554702495|1075.6492092131|786.1887907869|19.5520788823|12.0014670396|-771.7940606618|-1236.820629907|-1796.0502313713|-81.5772395832|246.210415566|-9.1499914825|-12.0839457414|-62.6323994451|-0.8659554201|-0.9209208675|-0.40930659|1|0|1|0,68417.9,1,68417.9,-469,-0.69,2667.1,3.90,-2699.4,-3.95,23870.4,0.02
1369,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,68536,-587.1,-0.86,2549,3.72,-2817.5,-4.11,23283.3,0.02
1369,Entry long,2026-02-09 14:20,BULL|1354.71|1185.6354290172|759.660935|1.78330876|0.8751950078|1270.1727145086|84.5372854914|37.7411946519|33.5133926732|-318.0608353099|-515.4324524285|-1306.4984106883|-63.0859832468|215.9294725848|-6.9420009419|-5.1419784655|-59.0218401084|-0.5365371812|0.9910909596|0.0754954585|1|0|1|0,68536,1,68536,-587.1,-0.86,2549,3.72,-2817.5,-4.11,23283.3,0.02
1370,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,68515.6,-566.7,-0.83,1442.3,2.11,-2797.1,-4.08,22716.6,0.02
1370,Entry long,2026-02-10 11:55,BULL|1815.599|1060.0322151665|508.93919|3.5674183393|0.5838471023|1437.8156075832|377.7833924168|35.823371807|30.1462997582|-261.9272052536|-370.3094308898|-830.1462047838|-22.6648054029|163.3334583832|-8.5227329744|-14.5282981971|-11.764989492|-0.3721717126|2.8641024892|0.4684089939|1|0|1|0,68515.6,1,68515.6,-566.7,-0.83,1442.3,2.11,-2797.1,-4.08,22716.6,0.02
1371,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,68589.7,-640.8,-0.93,1368.2,1.99,-2871.2,-4.19,22075.8,0.02
1371,Entry long,2026-02-10 12:55,BULL|994.893|503.1705419177|505.146165|1.9695151006|0.5057534247|749.0317709589|245.8612290411|37.6858805462|34.2027885986|-193.8534765632|-359.9599565357|-884.5300230527|-3.5157671953|160.0817436081|-8.0380627964|-16.9605450833|6.2492703858|-0.2983436832|1.2401667692|-0.4213720814|1|0|1|0,68589.7,1,68589.7,-640.8,-0.93,1368.2,1.99,-2871.2,-4.19,22075.8,0.02
1372,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,68545.8,-596.9,-0.87,1412.1,2.06,-2827.3,-4.12,21478.9,0.02
1372,Entry long,2026-02-10 13:15,BULL|879.643|834.4545481063|502.818355|1.7494249986|0.9486286461|857.0487740531|22.5942259469|42.5363306514|44.8567063096|-106.0527126311|-276.4980446992|-816.8102321588|1.1160628637|158.2340061222|4.1638110183|9.2975356918|1.5465555514|0.0229109784|0.7145039613|0.2041842016|1|0|1|0,68545.8,1,68545.8,-596.9,-0.87,1412.1,2.06,-2827.3,-4.12,21478.9,0.02
1373,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,67559.1,389.8,0.58,1262,1.87,-1840.6,-2.72,21868.7,0.02
1373,Entry long,2026-02-11 04:50,BULL|1258.349|708.5719183456|693.88764|1.8134766026|0.5630965005|983.4604591728|274.8885408272|25.1273296106|20.2178393009|-591.6052748881|-940.7956877028|-1370.6958552787|-65.3058609699|215.4552647463|-11.6647951169|-17.5642878622|-51.5476190665|-0.9428920446|0.9902238687|-0.1569846354|1|0|1|0,67559.1,1,67559.1,389.8,0.58,1262,1.87,-1840.6,-2.72,21868.7,0.02
1374,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,67047.5,901.4,1.34,1773.6,2.65,-1329,-1.98,22770.1,0.02
1374,Entry long,2026-02-11 06:25,BULL|2361.48|383.705232975|720.608865|3.2770620994|0.1624850657|1372.5926164875|988.8873835125|26.4067625616|19.8133731376|-593.2020618613|-1009.5757911339|-1733.7086253389|-35.7721421268|216.2665322948|-14.0668509058|-26.2755012359|-62.9831817079|-0.9817322858|2.9591858544|-0.3790374256|1|0|1|0,67047.5,1,67047.5,901.4,1.34,1773.6,2.65,-1329,-1.98,22770.1,0.02
1375,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,66786.3,1162.6,1.74,2034.8,3.05,-1067.8,-1.60,23932.7,0.02
1375,Entry long,2026-02-11 07:00,BULL|1518.083|1002.0784471608|733.53215|2.069552098|0.6600946372|1260.0807235804|258.0022764196|29.5096230113|26.0521128651|-451.1344468426|-909.5182964149|-1758.1957093264|-20.9743431651|209.2905273202|-6.7626971089|-13.059377712|-3.6234868303|-0.543332439|1.0442693265|0.5105800741|1|0|1|0,66786.3,1,66786.3,1162.6,1.74,2034.8,3.05,-1067.8,-1.60,23932.7,0.02
1376,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,66667.6,1281.3,1.92,2153.5,3.23,-949.1,-1.42,25214,0.03
1376,Entry long,2026-02-11 11:05,BULL|1122.822|492.9341849406|538.96084|2.0833090582|0.4390136504|807.8780924703|314.9439075297|37.6323326221|33.8587824896|-206.7166040086|-397.2398255999|-1334.4514113011|-18.4023935822|164.0018712174|-3.2262447537|-4.8924385219|-15.5768352384|-0.1946404105|1.3525323288|-0.5600894886|1|0|1|0,66667.6,1,66667.6,1281.3,1.92,2153.5,3.23,-949.1,-1.42,25214,0.03
1377,Exit long,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,66185,1763.9,2.67,2200,3.32,-350.5,-0.53,26977.9,0.03
1377,Entry long,2026-02-11 15:20,BULL|3462.22|2679.1680816326|838.08815|4.1310928928|0.7738295318|3070.6940408163|391.5259591837|32.2645256077|24.001629089|-926.0180301809|-1004.5118833324|-1464.6107636592|-209.2661216706|416.7396770954|-7.8647955968|-4.7813982101|-115.8451847394|-1.1910083801|0.6567324277|0.0281784594|1|0|1|0,66185,1,66185,1763.9,2.67,2200,3.32,-350.5,-0.53,26977.9,0.03
1378,Exit short,2026-02-12 16:40,BULL|4086.998|3589.576891103|631.298725|6.473952565|0.8782918149|3838.2874455515|248.7105544485|28.3820612789|22.2987710793|-836.8845164634|-1211.5106168145|-1301.9307153572|-119.8611032335|340.5165656415|-3.9458590062|-1.7939992488|-51.8723970936|-0.7623750939|-1.0513548555|0.163829133|1|0|1|0,66338.3,1,67948.9,1610.6,2.37,2060.9,3.03,-301.1,-0.44,28588.5,0.03
1378,Entry short,2026-02-12 14:10,BEAR|1321.16|-1162.4765423111|480.314305|2.7506155579|0.8798908098|79.3417288444|1241.8182711556|51.6463235842|49.5848906034|28.1678726577|159.4090131974|466.5163453907|22.6145621243|196.6883168824|-0.7299362166|-3.6558715937|28.8181786322|0.1091347719|1.9994871807|0.656630166|0|1|0|1,67948.9,1,67948.9,1610.6,2.37,2060.9,3.03,-301.1,-0.44,28588.5,0.03
1379,Exit long,2026-02-13 09:20,BEAR|686.729|-478.4929719233|574.494465|1.1953622564|0.6967711745|104.1180140384|582.6109859616|61.2264265972|63.1890082871|184.0617609593|268.7341979954|244.2543097879|36.967615827|146.5503461732|-3.2662263885|-12.2709095106|1.4801030997|0.0321167007|-0.2538165946|0.4393252341|0|1|0|1,66698.6,1,66338.3,360.3,0.54,496.4,0.75,-1257.3,-1.90,28948.8,0.03
1379,Entry long,2026-02-12 16:40,BULL|4086.998|3589.576891103|631.298725|6.473952565|0.8782918149|3838.2874455515|248.7105544485|28.3820612789|22.2987710793|-836.8845164634|-1211.5106168145|-1301.9307153572|-119.8611032335|340.5165656415|-3.9458590062|-1.7939992488|-51.8723970936|-0.7623750939|-1.0513548555|0.163829133|1|0|1|0,66338.3,1,66338.3,360.3,0.54,496.4,0.75,-1257.3,-1.90,28948.8,0.03
1380,Exit long,2026-02-13 09:20,BEAR|686.729|-478.4929719233|574.494465|1.1953622564|0.6967711745|104.1180140384|582.6109859616|61.2264265972|63.1890082871|184.0617609593|268.7341979954|244.2543097879|36.967615827|146.5503461732|-3.2662263885|-12.2709095106|1.4801030997|0.0321167007|-0.2538165946|0.4393252341|0|1|0|1,66698.6,1,65472.9,1225.7,1.87,1361.8,2.08,-295.1,-0.45,30174.5,0.03
1380,Entry long,2026-02-12 18:40,BULL|1720.458|539.2053922789|763.188985|2.2543014035|0.3134080531|1129.8316961394|590.6263038606|33.9458867455|32.0814367883|-494.5633652763|-1085.4715619305|-1846.979274546|1.3239393538|311.5389147731|-4.3192041025|-9.2755794905|-22.0648594381|-0.6056063148|0.9541584234|0.0854061086|1|0|1|0,65472.9,1,65472.9,1225.7,1.87,1361.8,2.08,-295.1,-0.45,30174.5,0.03
1381,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,66698.6,-714.5,-1.07,58.8,0.09,-4239.9,-6.36,29460,0.03
1381,Entry short,2026-02-13 09:20,BEAR|686.729|-478.4929719233|574.494465|1.1953622564|0.6967711745|104.1180140384|582.6109859616|61.2264265972|63.1890082871|184.0617609593|268.7341979954|244.2543097879|36.967615827|146.5503461732|-3.2662263885|-12.2709095106|1.4801030997|0.0321167007|-0.2538165946|0.4393252341|0|1|0|1,66698.6,1,66698.6,-714.5,-1.07,58.8,0.09,-4239.9,-6.36,29460,0.03
1382,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,66802.1,-611,-0.91,52.1,0.08,-4136.4,-6.19,28849,0.03
1382,Entry short,2026-02-13 10:25,BEAR|586.972|8.0333759124|491.8845|1.1933126577|0.0136861314|297.5026879562|289.4693120438|65.6909740969|68.1334574216|218.7711106298|393.774635531|507.1126112107|-1.7169536213|136.3083496935|-2.4003668017|-4.0901338381|-26.0445685943|0.05064509|0.4269259249|-0.3529805353|0|1|0|1,66802.1,1,66802.1,-611,-0.91,52.1,0.08,-4136.4,-6.19,28849,0.03
1383,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,67000.1,-413,-0.62,250.1,0.37,-3938.4,-5.88,28436,0.03
1383,Entry short,2026-02-13 10:50,BEAR|473.407|-38.1536924709|467.56847|1.0124870054|0.0805938494|217.6266537646|255.7803462354|62.5084343071|63.7465692241|179.7669748277|356.1635263542|508.3277354347|-7.3156822247|142.0292948674|-3.1825397897|-4.3868881975|-5.5987286034|0.0341942622|-0.1808256524|0.066907718|0|1|0|1,67000.1,1,67000.1,-413,-0.62,250.1,0.37,-3938.4,-5.88,28436,0.03
1384,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,68226,812.9,1.19,976,1.43,-2712.5,-3.98,29248.9,0.03
1384,Entry short,2026-02-13 15:10,BEAR|2445.197|-726.9504594595|532.763205|4.5896506685|0.2972972973|859.1232702703|1586.0737297297|64.1555370733|67.3050939628|406.4953732053|618.5326386327|1040.4757848665|47.5968709227|265.6763756507|8.2527684358|11.9518173969|39.7430371931|0.6775327296|1.1840175721|-0.1318525003|0|1|0|1,68226,1,68226,812.9,1.19,976,1.43,-2712.5,-3.98,29248.9,0.03
1385,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,68206.1,793,1.16,956.1,1.40,-2732.4,-4.01,30041.9,0.03
1385,Entry short,2026-02-13 15:20,BEAR|4238.746|-410.4522285452|563.046265|7.5282374886|0.0968334098|1914.1468857274|2324.5991142726|73.1674511416|79.8891941981|790.3102257895|1072.1505057121|1548.5564257444|93.1781122265|298.377589209|5.0706335443|5.7861541392|58.36438934|0.7257249143|-3.7148963582|-0.467502963|0|1|0|1,68206.1,1,68206.1,793,1.16,956.1,1.40,-2732.4,-4.01,30041.9,0.03
1386,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,68921.2,1508.1,2.19,1671.2,2.42,-2017.3,-2.93,31550,0.03
1386,Entry short,2026-02-13 15:40,BEAR|5414.496|239.6061408295|612.40747|8.8413291236|0.0442527136|2827.0510704148|2587.4449295852|78.4866151426|85.0366381842|1132.0308898228|1558.1652059383|2162.1915829346|135.6926242105|326.469031794|6.9503650858|7.2161802516|61.4927280521|1.1730132208|4.1268268868|-0.9470591891|0|1|0|1,68921.2,1,68921.2,1508.1,2.19,1671.2,2.42,-2017.3,-2.93,31550,0.03
1387,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,68686.8,1273.7,1.85,1436.8,2.09,-2251.7,-3.28,32823.7,0.03
1387,Entry short,2026-02-13 15:45,BEAR|2610.654|-2380.2224423676|621.61391|4.1997998404|0.9117341641|115.2157788162|2495.4382211838|74.9244471295|78.5009146088|933.6644452935|1396.1783351172|2036.7220149452|132.0449920188|330.6641009516|1.7569959879|-1.3882795893|38.8668797924|0.8479437182|-3.3284376482|0.8149007542|0|1|0|1,68686.8,1,68686.8,1273.7,1.85,1436.8,2.09,-2251.7,-3.28,32823.7,0.03
1388,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,69310.8,1897.7,2.74,2060.8,2.97,-1627.7,-2.35,34721.4,0.03
1388,Entry short,2026-02-13 16:40,BEAR|2769.556|-633.476234982|704.834925|3.9293682844|0.2287284442|1068.039882509|1701.516117491|68.6446351737|70.7883229455|585.8291612331|1155.337460047|2062.8087393549|3.3738658551|325.582668938|-0.2702899268|-0.1687409784|-19.3379968559|0.2169571506|-0.4547712097|-0.2223054118|0|1|0|1,69310.8,1,69310.8,1897.7,2.74,2060.8,2.97,-1627.7,-2.35,34721.4,0.03
1389,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,69524.8,2111.7,3.04,2274.8,3.27,-1413.7,-2.03,36833.1,0.04
1389,Entry short,2026-02-14 08:15,BEAR|2237.338|-641.1609899799|474.409985|4.7160432342|0.2865731463|798.0885050101|1439.2494949899|79.8707155627|84.7705350537|433.0739547892|540.0556249822|859.430420358|54.9417360807|110.9862157881|3.900622625|-2.2819406978|30.7427149148|0.4897877731|3.1449285173|-0.5975647847|0|1|0|1,69524.8,1,69524.8,2111.7,3.04,2274.8,3.27,-1413.7,-2.03,36833.1,0.04
1390,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,70416.6,3003.5,4.27,3166.6,4.50,-521.9,-0.74,39836.6,0.04
1390,Entry short,2026-02-15 06:35,BEAR|799.033|-699.2100815983|398.090945|2.0071619564|0.8750703433|49.9114592009|749.1215407991|60.3495807247|64.1867432953|119.0372125218|286.8002266817|573.1454188025|-16.4262885244|121.2469984117|6.9915971681|20.252714624|12.3549734339|0.1966953473|1.1364914313|0.4773112396|0|1|0|1,70416.6,1,70416.6,3003.5,4.27,3166.6,4.50,-521.9,-0.74,39836.6,0.04
1391,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,70700.7,3287.6,4.65,3450.7,4.88,-237.8,-0.34,43124.2,0.04
1391,Entry short,2026-02-15 07:45,BEAR|980.264|-814.3395812918|397.979325|2.4631028258|0.8307349666|82.9622093541|897.3017906459|67.0608367636|71.3563045046|292.3555978371|494.7957928917|876.0795156146|32.4900814579|153.9498616211|9.5394706082|13.4867586178|43.5524996777|0.5093429263|2.011810942|0.0735002399|0|1|0|1,70700.7,1,70700.7,3287.6,4.65,3450.7,4.88,-237.8,-0.34,43124.2,0.04
1392,Exit short,2026-02-16 15:45,BULL|3293.08|110.1558450703|560.07666|5.8796951117|0.0334507042|1701.6179225351|1591.4620774649|24.622329094|13.8923579807|-895.2798839961|-1157.8776063464|-1335.6212269334|-83.375772992|256.2421765518|-17.020096467|-26.254391984|-96.6272196224|-1.3590771803|4.8258851616|-0.7974996742|1|0|1|0,67413.1,1,70699.9,3286.8,4.65,3449.9,4.88,-90.3,-0.13,46411,0.05
1392,Entry short,2026-02-15 08:15,BEAR|797.51|-61.2526881721|399.150015|1.9980207191|0.0768049155|368.1286559139|429.3813440861|68.8221239311|74.3731140266|284.169115733|512.8115997342|949.9589860274|18.4206394891|139.214126119|4.4917413313|8.6136153344|-9.81678751|0.2370553091|0.3316744497|-0.860229053|0|1|0|1,70699.9,1,70699.9,3286.8,4.65,3449.9,4.88,-90.3,-0.13,46411,0.05
1393,Exit long,2026-02-18 08:35,BEAR|613.544|-509.3977393909|426.60289|1.4382087285|0.8302546181|52.0731303045|561.4708696955|68.4966440679|68.5583785808|228.6842741515|403.8952989785|554.6515263303|33.8484374404|112.0629236543|0.6872629313|-4.1243237428|1.4796108965|0.2308454789|0.2333449935|0.4963292184|0|1|0|1,68230.2,1,67413.1,817.1,1.21,1815.5,2.69,-825.1,-1.22,47228.1,0.05
